"id";"title";"goodreads_book_id";"best_book_id";"work_id";"books_count";"original_publication_year";"author_id";"isbn";"isbn13";"language_code";"likes";"image_url";"small_image_url";"genre_id";"dislikes"
9016;"Fury (New Species, #1)";12063467;12063467;17030827;12;"2011.0";5841;"141993595X";"9.78141993595e+12";"eng";0;"https://images.gr-assets.com/books/1311761846m/12063467.jpg";"https://images.gr-assets.com/books/1311761846s/12063467.jpg";2;0
9017;"Epileptic";39916;39916;1018527;20;"2002.0";5842;"375714685";"9.78037571469e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";14;0
9018;"August: Osage County";2437710;2437710;2444898;24;"2008.0";5843;"1559363304";"9.7815593633e+12";"eng";0;"https://images.gr-assets.com/books/1354209733m/2437710.jpg";"https://images.gr-assets.com/books/1354209733s/2437710.jpg";1;0
9019;"Mountain of Black Glass (Otherland, #3)";10090;10090;1023122;20;"1999.0";3452;"886779065";"9.78088677906e+12";"en-US";0;"https://images.gr-assets.com/books/1309992323m/10090.jpg";"https://images.gr-assets.com/books/1309992323s/10090.jpg";12;0
9020;"Mr. Churchill's Secretary (Maggie Hope Mystery, #1)";10161216;10161216;15059759;16;"2012.0";5844;"553593617";"9.78055359362e+12";"eng";0;"https://images.gr-assets.com/books/1333578794m/10161216.jpg";"https://images.gr-assets.com/books/1333578794s/10161216.jpg";8;0
9021;"Lost";24929;24929;1130986;18;"2001.0";2396;"60988649";"9.78006098865e+12";"eng";0;"https://images.gr-assets.com/books/1407711681m/24929.jpg";"https://images.gr-assets.com/books/1407711681s/24929.jpg";12;0
9022;"The Prestige";239239;239239;1688160;61;"1995.0";5845;"312858868";"9.78031285886e+12";"eng";0;"https://images.gr-assets.com/books/1414195709m/239239.jpg";"https://images.gr-assets.com/books/1414195709s/239239.jpg";15;0
9023;"Rhett Butler's People";1503274;1503274;2239187;49;"2007.0";5846;"023070395X";"9.78023070396e+12";"";0;"https://images.gr-assets.com/books/1327920861m/1503274.jpg";"https://images.gr-assets.com/books/1327920861s/1503274.jpg";5;0
9024;"Angels in America";72003;72003;23685785;14;"1993.0";4796;"1559362316";"9.78155936231e+12";"eng";0;"https://images.gr-assets.com/books/1170797663m/72003.jpg";"https://images.gr-assets.com/books/1170797663s/72003.jpg";9;0
9025;"Anil's Ghost";5942;5942;832960;58;"2000.0";2933;"375724370";"9.78037572437e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";5;0
9026;"Winter Moon";268559;268559;2034554;52;"1993.0";2546;"553582933";"9.78055358293e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";10;0
9027;"The Will (Magdalene, #1)";20603820;20603820;28204900;9;"2014.0";3789;"";"";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";7;0
9028;"A Grimm Warning (The Land of Stories, #3)";20706320;20706320;26476394;32;"2014.0";3358;"316406813";"9.78031640682e+12";"eng";0;"https://images.gr-assets.com/books/1391709728m/20706320.jpg";"https://images.gr-assets.com/books/1391709728s/20706320.jpg";4;0
9029;"Spell or High Water (Magic 2.0, #2)";21483760;21483760;40223686;7;"2014.0";4542;"1477823484";"9.78147782348e+12";"eng";0;"https://images.gr-assets.com/books/1395612093m/21483760.jpg";"https://images.gr-assets.com/books/1395612093s/21483760.jpg";8;0
9030;"The Billionaire Wins the Game (Billionaire Bachelors, #1)";12583975;18692741;17594985;13;"2011.0";5847;"";"";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";7;0
9031;"Never Love a Highlander (McCabe Trilogy, #3)";10378106;10378106;15281561;24;"2011.0";3503;"345519515";"9.78034551951e+12";"eng";0;"https://images.gr-assets.com/books/1348707357m/10378106.jpg";"https://images.gr-assets.com/books/1348707357s/10378106.jpg";2;0
9032;"The Pragmatic Programmer: From Journeyman to Master";4099;4099;7809;17;"1999.0";5848;"020161622X";"9.78020161622e+12";"en-US";0;"https://images.gr-assets.com/books/1401432508m/4099.jpg";"https://images.gr-assets.com/books/1401432508s/4099.jpg";10;0
9033;"Supernova: Petir";1421046;1421046;6317556;4;"2004.0";4626;"9799822939";"";"ind";0;"https://images.gr-assets.com/books/1404292897m/1421046.jpg";"https://images.gr-assets.com/books/1404292897s/1421046.jpg";4;0
9034;"Babylon's Ashes (The Expanse, #6)";25877663;25877663;45754030;19;"2016.0";2994;"356504263";"9.78035650426e+12";"eng";0;"https://images.gr-assets.com/books/1442247299m/25877663.jpg";"https://images.gr-assets.com/books/1442247299s/25877663.jpg";11;0
9035;"Wrong Bed, Right Guy (Come Undone, #1)";15762975;15762975;21464713;12;"2012.0";5849;"";"";"eng";0;"https://images.gr-assets.com/books/1345817565m/15762975.jpg";"https://images.gr-assets.com/books/1345817565s/15762975.jpg";11;0
9036;"Drop City";24724;24724;3159281;24;"2003.0";4323;"142003808";"9.7801420038e+12";"eng";0;"https://images.gr-assets.com/books/1327936131m/24724.jpg";"https://images.gr-assets.com/books/1327936131s/24724.jpg";13;0
9037;"Y: The Last Man - The Deluxe Edition Book One";3710603;3710603;14055293;11;"2008.0";2893;"1401219217";"9.78140121922e+12";"eng";0;"https://images.gr-assets.com/books/1288024278m/3710603.jpg";"https://images.gr-assets.com/books/1288024278s/3710603.jpg";16;0
9038;"Candy Girl: A Year in the Life of an Unlikely Stripper";29486;29486;29939;21;"2005.0";5850;"1592402739";"9.78159240182e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";15;0
9039;"The Martian";18007564;18007564;21825181;148;"2012.0";2408;"804139024";"9.78080413902e+12";"eng";423344;"https://images.gr-assets.com/books/1413706054m/18007564.jpg";"https://images.gr-assets.com/books/1413706054s/18007564.jpg";3;4231020
9040;"Alert (Michael Bennett, #8)";24396884;24396884;43981459;24;"2015.0";2472;"316407038";"9.78031640704e+12";"eng";0;"https://images.gr-assets.com/books/1424306640m/24396884.jpg";"https://images.gr-assets.com/books/1424306640s/24396884.jpg";8;0
9041;"Unattainable (Undeniable, #3)";16114862;16114862;21932121;15;"2013.0";4108;"";"9.7813019853e+12";"eng";0;"https://images.gr-assets.com/books/1366984625m/16114862.jpg";"https://images.gr-assets.com/books/1366984625s/16114862.jpg";2;0
9042;"The Painter";18310201;18310201;25807269;10;"2014.0";3518;"385352093";"9.78038535209e+12";"eng";0;"https://images.gr-assets.com/books/1409595558m/18310201.jpg";"https://images.gr-assets.com/books/1409595558s/18310201.jpg";6;0
9043;"Close Encounters Of The Third Kind";975119;975119;533410;29;"1977.0";5852;"440114330";"9.78044011434e+12";"eng";0;"https://images.gr-assets.com/books/1396112231m/975119.jpg";"https://images.gr-assets.com/books/1396112231s/975119.jpg";1;0
9044;"Vampire Chronicles: Interview with the Vampire, The Vampire Lestat, The Queen of the Damned (Anne Rice)";43780;43780;5192748;14;"1989.0";2448;"679410503";"9.78067941051e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";16;0
9045;"The Berenstain Bears Forget Their Manners";846066;846066;194618;13;"1985.0";4081;"394873335";"9.78039487334e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";8;0
9046;"Hot Ticket (Sinners on Tour, #3)";12710035;12710035;17843529;15;"2013.0";3810;"1402245858";"9.78140224586e+12";"eng";0;"https://images.gr-assets.com/books/1348005153m/12710035.jpg";"https://images.gr-assets.com/books/1348005153s/12710035.jpg";4;0
9047;"The Search (Eve Duncan, #3)";94299;94299;1407950;32;"2000.0";4154;"553589482";"9.78055358948e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";2;0
9048;"Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry";2002;2002;8621948;5;"2001.0";2304;"043932162X";"9.78043932162e+12";"eng";0;"https://images.gr-assets.com/books/1479775271m/2002.jpg";"https://images.gr-assets.com/books/1479775271s/2002.jpg";9;0
9049;"Zami: A New Spelling of My Name";395220;395220;1252977;16;"1982.0";5853;"895941228";"9.78089594122e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";6;0
9050;"The Infernal Devices: Clockwork Angel (The Infernal Devices: Manga, #1)";13226173;13226173;18417697;7;"2012.0";2341;"316200980";"9.78031620098e+12";"eng";0;"https://images.gr-assets.com/books/1344542903m/13226173.jpg";"https://images.gr-assets.com/books/1344542903s/13226173.jpg";17;0
9051;"Hafalan Shalat Delisa";1376220;1376220;1489929;4;"2005.0";5604;"9793210605";"";"ind";0;"https://images.gr-assets.com/books/1303475676m/1376220.jpg";"https://images.gr-assets.com/books/1303475676s/1376220.jpg";4;0
9052;"Sixth Grave on the Edge (Charley Davidson, #6)";16061295;16061295;21849143;13;"2014.0";3643;"1250045630";"9.78125004564e+12";"en-US";0;"https://images.gr-assets.com/books/1396827029m/16061295.jpg";"https://images.gr-assets.com/books/1396827029s/16061295.jpg";14;0
9053;"The Royal Ranger (Ranger's Apprentice, #12)";17465470;17465470;21984888;25;"2013.0";2987;"399163603";"9.78039916361e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";16;0
9054;"The Submission";10364994;10364994;15268147;36;"2011.0";5854;"374271569";"9.78037427156e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";6;0
9055;"The Lord of the Rings Sketchbook";25790;25790;26510;6;"2005.0";5855;"618640142";"9.78061864014e+12";"eng";0;"https://images.gr-assets.com/books/1416453209m/25790.jpg";"https://images.gr-assets.com/books/1416453209s/25790.jpg";4;0
9056;"Glimmerglass (Faeriewalker, #1)";7234828;7234828;8124623;15;"2010.0";5856;"312575939";"9.78031257594e+12";"en-US";0;"https://images.gr-assets.com/books/1408500427m/7234828.jpg";"https://images.gr-assets.com/books/1408500427s/7234828.jpg";6;0
9057;"Don't Blink";6987558;6987558;7229722;45;"2010.0";2472;"1846054729";"9.78184605472e+12";"eng";0;"https://images.gr-assets.com/books/1328433484m/6987558.jpg";"https://images.gr-assets.com/books/1328433484s/6987558.jpg";7;0
9058;"Shadows over Innsmouth";320700;320700;3077645;2;"1994.0";5857;"345444078";"9.78034544407e+12";"eng";0;"https://images.gr-assets.com/books/1293833116m/320700.jpg";"https://images.gr-assets.com/books/1293833116s/320700.jpg";12;0
9059;"The Tin Roof Blowdown (Dave Robicheaux, #16)";55018;55018;3125163;37;"2007.0";4958;"1416548483";"9.78141654848e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";4;0
9060;"The Death of Bunny Munro";6389257;6389257;6577554;62;"2009.0";5858;"1847673767";"9.78184767376e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";10;0
9061;"Flat Stanley (Flat Stanley, #1)";348564;348564;1132;43;"1964.0";5859;"60097914";"9.78006009791e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";9;0
9062;"Winter's Passage (Iron Fey, #1.5)";8070049;8070049;12771315;15;"2010.0";2753;"1426858329";"9.78142685832e+12";"eng";0;"https://images.gr-assets.com/books/1271790569m/8070049.jpg";"https://images.gr-assets.com/books/1271790569s/8070049.jpg";15;0
9063;"Freight Train";734542;734542;2324679;24;"1978.0";5860;"688149006";"9.780688149e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";7;0
9064;"Rosemary: The Hidden Kennedy Daughter";23719479;23719479;43328972;12;"2015.0";5861;"547250258";"9.78054725025e+12";"en-CA";0;"https://images.gr-assets.com/books/1439253720m/23719479.jpg";"https://images.gr-assets.com/books/1439253720s/23719479.jpg";9;0
9065;"Faith";9592213;9592213;14479209;15;"2011.0";5862;"60755806";"9.7800607558e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";10;0
9066;"Bite Me If You Can (Argeneau #6)";38529;38529;38291;25;"2007.0";4363;"60774126";"9.78006077413e+12";"en-US";0;"https://images.gr-assets.com/books/1351280801m/38529.jpg";"https://images.gr-assets.com/books/1351280801s/38529.jpg";15;0
9067;"The Golden Dynasty (Fantasyland, #2)";12458287;12458287;17441876;2;"2011.0";3789;"";"";"eng";0;"https://images.gr-assets.com/books/1327913192m/12458287.jpg";"https://images.gr-assets.com/books/1327913192s/12458287.jpg";8;0
9068;"Moonlight Becomes You";237114;237114;1492888;67;"1996.0";3736;"743484304";"9.7807434843e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";4;0
9069;"A Corner of the Universe";65070;65070;63141;21;"2002.0";4678;"439771242";"9.78043977124e+12";"eng";0;"https://images.gr-assets.com/books/1400681323m/65070.jpg";"https://images.gr-assets.com/books/1400681323s/65070.jpg";8;0
9070;"The Ice Queen";177515;177515;4030673;27;"2005.0";3309;"316154385";"9.78031615438e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";17;0
9071;"The Folk of the Faraway Tree (The Faraway Tree, #3)";473623;473623;310738;33;"1946.0";4043;"749732105";"9.7807497321e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";3;0
9072;"City on Fire";24189224;24189224;26690360;46;"2015.0";5863;"385353774";"9.78038535378e+12";"eng";0;"https://images.gr-assets.com/books/1422969880m/24189224.jpg";"https://images.gr-assets.com/books/1422969880s/24189224.jpg";1;0
9073;"The Flame and the Flower";896623;896623;979799;53;"1972.0";5354;"380005255";"9.78038000525e+12";"";0;"https://images.gr-assets.com/books/1305316569m/896623.jpg";"https://images.gr-assets.com/books/1305316569s/896623.jpg";16;0
9074;"Exile's Return (Conclave of Shadows, #3)";13809;13809;1003260;35;"2004.0";3144;"380803275";"9.78038080328e+12";"";0;"https://images.gr-assets.com/books/1409594776m/13809.jpg";"https://images.gr-assets.com/books/1409594776s/13809.jpg";2;0
9075;"Princess of Glass (The Princesses of Westfalin Trilogy, #2)";7199667;7199667;7867989;7;"2010.0";4782;"1599904780";"9.78159990479e+12";"eng";0;"https://images.gr-assets.com/books/1397878579m/7199667.jpg";"https://images.gr-assets.com/books/1397878579s/7199667.jpg";10;0
9076;"Preach My Gospel: A Guide To Missionary Service";2350129;2350129;2356840;5;"2004.0";4163;"402366174";"9.78040236617e+12";"";0;"https://images.gr-assets.com/books/1399612262m/2350129.jpg";"https://images.gr-assets.com/books/1399612262s/2350129.jpg";3;0
9077;"The Last Dragonslayer (The Chronicles of Kazam, #1)";13316328;13316328;13380425;44;"2010.0";3051;"547738471";"9.78054773848e+12";"eng";0;"https://images.gr-assets.com/books/1346791460m/13316328.jpg";"https://images.gr-assets.com/books/1346791460s/13316328.jpg";8;0
9078;"Orientalism";355190;355190;2310058;65;"1978.0";5864;"039474067X";"9.78039474068e+12";"eng";0;"https://images.gr-assets.com/books/1409777781m/355190.jpg";"https://images.gr-assets.com/books/1409777781s/355190.jpg";15;0
9079;"Like a Fire Burning (The Work and the Glory, #2)";450836;19860524;2885501;6;"1991.0";5172;"1573458716";"9.78157345872e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";10;0
9080;"Friends and Lovers";227492;227492;324932;9;"1997.0";5865;"451201027";"9.78045120103e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";8;0
9081;"Molly Moon's Incredible Book of Hypnotism (Molly Moon, #1)";807968;807968;1982773;64;"2002.0";5866;"60514094";"9.7800605141e+12";"eng";0;"https://images.gr-assets.com/books/1330953305m/807968.jpg";"https://images.gr-assets.com/books/1330953305s/807968.jpg";13;0
9082;"Contest";144773;144773;955313;44;"1996.0";4364;"312286252";"9.78031228626e+12";"";0;"https://images.gr-assets.com/books/1311984048m/144773.jpg";"https://images.gr-assets.com/books/1311984048s/144773.jpg";14;0
9083;"Songbook";4261;4261;7951;42;"2003.0";2661;"1573223565";"9.78157322356e+12";"en-US";0;"https://images.gr-assets.com/books/1417984618m/4261.jpg";"https://images.gr-assets.com/books/1417984618s/4261.jpg";13;0
9084;"The Greatest Generation";32987;32987;1040051;21;"1998.0";5867;"812975294";"9.78081297529e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";3;0
9085;"The Minority Report";581125;581125;63086;40;"1956.0";2543;"375421874";"9.78037542188e+12";"";0;"https://images.gr-assets.com/books/1390719396m/581125.jpg";"https://images.gr-assets.com/books/1390719396s/581125.jpg";11;0
9086;"Luck in the Shadows (Nightrunner, #1)";74270;74270;2495;22;"1996.0";5868;"553575422";"9.78055357542e+12";"eng";0;"https://images.gr-assets.com/books/1486846979m/74270.jpg";"https://images.gr-assets.com/books/1486846979s/74270.jpg";12;0
9087;"The Lemonade War (The Lemonade War, #1)";1258121;1258121;1246936;25;"2007.0";5869;"618750436";"9.78061875044e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";14;0
9088;"The Knight at Dawn (Magic Tree House, #2)";948526;948526;72403;54;"1993.0";4597;"067982412X";"9.78067982412e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";11;0
9089;"The Arrangement: The Ferro Family (The Arrangement, #1)";17181905;17181905;23628709;4;"2013.0";4579;"";"";"eng";0;"https://images.gr-assets.com/books/1356483152m/17181905.jpg";"https://images.gr-assets.com/books/1356483152s/17181905.jpg";7;0
9090;"Winter in Tokyo";4566934;4566934;4616266;3;"2008.0";5755;"";"9.78979223984e+12";"ind";0;"https://images.gr-assets.com/books/1444921235m/4566934.jpg";"https://images.gr-assets.com/books/1444921235s/4566934.jpg";12;0
9091;"Help for the Haunted";17348985;17348985;23965717;14;"2013.0";5870;"60779632";"9.78006077963e+12";"eng";0;"https://images.gr-assets.com/books/1379084909m/17348985.jpg";"https://images.gr-assets.com/books/1379084909s/17348985.jpg";14;0
9092;"Death Note, Vol. 6: Give-and-Take (Death Note, #6)";13620;13620;15760;32;"2005.0";2670;"1421506270";"9.78142150627e+12";"eng";0;"https://images.gr-assets.com/books/1485574610m/13620.jpg";"https://images.gr-assets.com/books/1485574610s/13620.jpg";2;0
9093;"The Lightning Thief: The Graphic Novel (Percy Jackson and the Olympians, #1)";7736086;7736086;21446358;13;"2010.0";2332;"1423116968";"9.78142311697e+12";"eng";0;"https://images.gr-assets.com/books/1347899366m/7736086.jpg";"https://images.gr-assets.com/books/1347899366s/7736086.jpg";14;0
9094;"Mrs. Kennedy and Me: An Intimate Memoir";13230263;13230263;18422769;11;"2012.0";5871;"1451648448";"9.78145164845e+12";"eng";0;"https://images.gr-assets.com/books/1333714646m/13230263.jpg";"https://images.gr-assets.com/books/1333714646s/13230263.jpg";4;0
9095;"Shoeless Joe";57736;57736;977324;34;"1982.0";5872;"078572902X";"9.78078572902e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";10;0
9096;"When Crickets Cry";241387;241387;233843;18;"2006.0";5873;"1595540547";"9.78159554055e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";5;0
9097;"This Changes Everything: Capitalism vs. The Climate";21913812;21913812;41247321;47;"2014.0";3950;"1451697384";"9.78145169738e+12";"eng";0;"https://images.gr-assets.com/books/1418103804m/21913812.jpg";"https://images.gr-assets.com/books/1418103804s/21913812.jpg";16;0
9098;"Aloha from Hell (Sandman Slim, #3)";10439703;10439703;15344305;23;"2011.0";4239;"61714321";"9.78006171432e+12";"en-US";0;"https://images.gr-assets.com/books/1302271758m/10439703.jpg";"https://images.gr-assets.com/books/1302271758s/10439703.jpg";5;0
9099;"Until Lilly (Until, #3)";18781540;18781540;26694375;13;"2014.0";4570;"";"9.78131050159e+12";"eng";0;"https://images.gr-assets.com/books/1390784751m/18781540.jpg";"https://images.gr-assets.com/books/1390784751s/18781540.jpg";1;0
9100;"A Walk Across America";122781;122781;806366;15;"1979.0";5874;"006095955X";"9.78006095956e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";15;0
9101;"Try Me (One Night with Sole Regret, #1)";13649056;13649056;19268425;3;"2012.0";3810;"";"2.94001463181e+12";"eng";0;"https://images.gr-assets.com/books/1347142317m/13649056.jpg";"https://images.gr-assets.com/books/1347142317s/13649056.jpg";13;0
9102;"All Souls: A Family Story from Southie";105687;105687;87220;14;"1999.0";5875;"034544177X";"9.78034544178e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";1;0
9103;"Wizard at Large (Magic Kingdom of Landover, #3)";15561;15561;2587875;51;"1987.0";3230;"1857231031";"9.78185723104e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";16;0
9104;"The Bad Seed";467032;467032;1152540;24;"1954.0";5876;"60795484";"9.78006079548e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;0
9105;"Connected (Connections, #1)";16279715;17902302;22380673;24;"2013.0";5877;"";"9.78098894191e+12";"eng";0;"https://images.gr-assets.com/books/1362012971m/16279715.jpg";"https://images.gr-assets.com/books/1362012971s/16279715.jpg";3;0
9106;"Angel Fire (Angel, #2)";9553503;9553503;14621064;32;"2011.0";4522;"1409522016";"9.78140952201e+12";"eng";0;"https://images.gr-assets.com/books/1329013097m/9553503.jpg";"https://images.gr-assets.com/books/1329013097s/9553503.jpg";11;0
9107;"Growing Up Amish";10870589;10870589;15785860;8;"2011.0";5878;"1414339364";"9.78141433937e+12";"eng";0;"https://images.gr-assets.com/books/1406514526m/10870589.jpg";"https://images.gr-assets.com/books/1406514526s/10870589.jpg";13;0
9108;"Taking Shots (Assassins, #1)";17504320;17504320;17954144;14;"2011.0";5879;"";"";"eng";0;"https://images.gr-assets.com/books/1362421812m/17504320.jpg";"https://images.gr-assets.com/books/1362421812s/17504320.jpg";9;0
9109;"Sweet Addiction (Sweet Addiction, #1)";22857396;29341925;41347747;9;"2014.0";5880;"";"";"eng";0;"https://images.gr-assets.com/books/1407086989m/22857396.jpg";"https://images.gr-assets.com/books/1407086989s/22857396.jpg";8;0
9110;"Bomb: The Race to Buildeand Stealethe World's Most Dangerous Weapon";13170021;13170021;18349336;16;"2012.0";5881;"1596434872";"9.78159643488e+12";"eng";0;"https://images.gr-assets.com/books/1424981656m/13170021.jpg";"https://images.gr-assets.com/books/1424981656s/13170021.jpg";8;0
9111;"Maximum City: Bombay Lost and Found";4364;4364;1121396;27;"2004.0";5882;"375703403";"9.78037570341e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";11;0
9112;"Bambi";831470;831470;41433707;83;"1941.0";5883;"736423087";"9.78073642308e+12";"eng";0;"https://images.gr-assets.com/books/1320545771m/831470.jpg";"https://images.gr-assets.com/books/1320545771s/831470.jpg";3;0
9113;"The Last Wife of Henry VIII";10105;10105;12842;21;"1980.0";5884;"312352182";"9.78031235219e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";3;0
9114;"The Complete Tales and Poems";132314;132314;56399597;87;"1849.0";2566;"040405109X";"9.7804040511e+12";"eng";0;"https://images.gr-assets.com/books/1388017636m/132314.jpg";"https://images.gr-assets.com/books/1388017636s/132314.jpg";13;0
